pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
BFS	Y	1	10000	0.0005711111111111	10000	257	450000	100000
BFS	1	1	10000	0.0043629778587296	9998	8288	1899620	0
BFS	2	1	10000	0.0043629778587296	9998	8288	1899620	0
BFS	X	1	10000	0.0014333333333333	10000	645	450000	100000
BFS	Y	1	10000	0.0006133333333333	10000	276	450000	100000
BFS	1	1	10000	0.0063519055716715	9997	12065	1899430	0
BFS	2	1	10000	0.0063519055716715	9997	12065	1899430	0
BFS	X	1	10000	0.0034488888888888	10000	1552	450000	100000
BFS	Y	1	10000	0.0011266666666666	10000	507	450000	100000
BFS	1	1	10000	0.0035784210526315	10000	6799	1900000	0
BFS	2	1	10000	0.0035784210526315	10000	6799	1900000	0
BFS	X	1	10000	0.0056888888888888	10000	2560	450000	100000
BFS	Y	1	10000	0.00218	10000	981	450000	100000
BFS	1	1	10000	0.0040368421052631	10000	7670	1900000	0
BFS	2	1	10000	0.0040368421052631	10000	7670	1900000	0
BFS	X	1	10000	0.0039866666666666	10000	1794	450000	100000
BFS	Y	1	10000	0.0012133333333333	10000	546	450000	100000
BFS	1	1	10000	0.0033984210526315	10000	6457	1900000	0
BFS	2	1	10000	0.0033984210526315	10000	6457	1900000	0
BFS	X	1	10000	0.005060506050605	9999	2277	449955	99990
BFS	Y	1	10000	0.0014933333333333	10000	672	450000	100000
BFS	1	1	10000	0.010807979235876	9997	20529	1899430	0
BFS	2	1	10000	0.010807979235876	9997	20529	1899430	0
BFS	X	1	10000	0.0029933333333333	10000	1347	450000	100000
BFS	Y	1	10000	0.0013022222222222	10000	586	450000	100000
BFS	1	1	10000	0.0042426315789473	10000	8061	1900000	0
BFS	2	1	10000	0.0042426315789473	10000	8061	1900000	0
BFS	X	1	10000	0.0021533333333333	10000	969	450000	100000
BFS	Y	1	10000	0.0005622222222222	10000	253	450000	100000
BFS	1	1	10000	0.0043072728325464	9999	8183	1899810	0
BFS	2	1	10000	0.0043072728325464	9999	8183	1899810	0
BFS	X	1	10000	0.0022111111111111	10000	995	450000	100000
BFS	Y	1	10000	0.0007933333333333	10000	357	450000	100000
BFS	1	1	10000	0.0026631578947368	10000	5060	1900000	0
BFS	2	1	10000	0.0026631578947368	10000	5060	1900000	0
BFS	X	1	10000	0.0021155555555555	10000	952	450000	100000
BFS	Y	1	10000	0.0006088888888888	10000	274	450000	100000
BFS	1	1	10000	0.0023465504445181	9999	4458	1899810	0
BFS	2	1	10000	0.0023465504445181	9999	4458	1899810	0
BFS	X	1	10000	0.0062555555555555	10000	2815	450000	100000
BFS	Y	1	10000	0.0017466666666666	10000	786	450000	100000
BFS	1	1	10000	0.0038610526315789	10000	7336	1900000	0
BFS	2	1	10000	0.0038610526315789	10000	7336	1900000	0
BFS	X	1	10000	0.0031558711426698	9999	1420	449955	99990
BFS	Y	1	10000	0.0012888888888888	10000	580	450000	100000
BFS	1	1	10000	0.0022436842105263	10000	4263	1900000	0
BFS	2	1	10000	0.0022436842105263	10000	4263	1900000	0
BFS	X	1	10000	0.0016066666666666	10000	723	450000	100000
BFS	Y	1	10000	0.0006977777777777	10000	314	450000	100000
BFS	1	1	10000	0.0036815789473684	10000	6995	1900000	0
BFS	2	1	10000	0.0036815789473684	10000	6995	1900000	0
BFS	X	1	10000	0.0012466666666666	10000	561	450000	100000
BFS	Y	1	10000	0.0005377777777777	10000	242	450000	100000
BFS	1	1	10000	0.0049142105263157	10000	9337	1900000	0
BFS	2	1	10000	0.0049142105263157	10000	9337	1900000	0
BFS	X	1	10000	0.0010066666666666	10000	453	450000	100000
BFS	Y	1	10000	0.0002244444444444	10000	101	450000	100000
BFS	1	1	10000	0.0024257894736842	10000	4609	1900000	0
BFS	2	1	10000	0.0024257894736842	10000	4609	1900000	0
BFS	X	1	10000	0.0033292218110699	9999	1498	449955	99990
BFS	Y	1	10000	0.0007311111111111	10000	329	450000	100000
BFS	1	1	10000	0.0018831578947368	10000	3578	1900000	0
BFS	2	1	10000	0.0018831578947368	10000	3578	1900000	0
BFS	X	1	10000	0.0031066666666666	10000	1398	450000	100000
BFS	Y	1	10000	0.00102	10000	459	450000	100000
BFS	1	1	10000	0.0043120101483832	9999	8192	1899810	0
BFS	2	1	10000	0.0043120101483832	9999	8192	1899810	0
BFS	X	1	10000	0.0033311111111111	10000	1499	450000	100000
BFS	Y	1	10000	0.0007777777777777	10000	350	450000	100000
BFS	1	1	10000	0.0037030018791352	9999	7035	1899810	0
BFS	2	1	10000	0.0037030018791352	9999	7035	1899810	0
BFS	X	1	10000	0.0023933333333333	10000	1077	450000	100000
BFS	Y	1	10000	0.0009333333333333	10000	420	450000	100000
BFS	1	1	10000	0.0028952631578947	10000	5501	1900000	0
BFS	2	1	10000	0.0028952631578947	10000	5501	1900000	0
BFS	X	1	10000	0.0029225144736695	9999	1315	449955	99990
BFS	Y	1	10000	0.00088	10000	396	450000	100000
BFS	1	1	10000	0.0041857894736842	10000	7953	1900000	0
BFS	2	1	10000	0.0041857894736842	10000	7953	1900000	0
BFS	X	1	10000	0.0030577777777777	10000	1376	450000	100000
BFS	Y	1	10000	0.0012288888888888	10000	553	450000	100000
BFS	1	1	10000	0.0040828037885049	9997	7755	1899430	0
BFS	2	1	10000	0.0040828037885049	9997	7755	1899430	0
BFS	X	1	10000	0.0011888888888888	10000	535	450000	100000
BFS	Y	1	10000	0.0005822222222222	10000	262	450000	100000
BFS	1	1	10000	0.0031447368421052	10000	5975	1900000	0
BFS	2	1	10000	0.0031447368421052	10000	5975	1900000	0
BFS	X	1	10000	0.0022957851340689	9999	1033	449955	99990
BFS	Y	1	10000	0.0006	10000	270	450000	100000
BFS	1	1	10000	0.0019315789473684	10000	3670	1900000	0
BFS	2	1	10000	0.0019315789473684	10000	3670	1900000	0
BFS	X	1	10000	0.0018622222222222	10000	838	450000	100000
BFS	Y	1	10000	0.0005288888888888	10000	238	450000	100000
BFS	1	1	10000	0.0019094736842105	10000	3628	1900000	0
BFS	2	1	10000	0.0019094736842105	10000	3628	1900000	0
BFS	X	1	10000	0.0043333333333333	10000	1950	450000	100000
BFS	Y	1	10000	0.00176	10000	792	450000	100000
BFS	1	1	10000	0.0043026315789473	10000	8175	1900000	0
BFS	2	1	10000	0.0043026315789473	10000	8175	1900000	0
BFS	X	1	10000	0.0053849829427387	9999	2423	449955	99990
BFS	Y	1	10000	0.00244	10000	1098	450000	100000
BFS	1	1	10000	0.0028068421052631	10000	5333	1900000	0
BFS	2	1	10000	0.0028068421052631	10000	5333	1900000	0
BFS	X	1	10000	0.0071940527386071	9999	3237	449955	99990
BFS	Y	1	10000	0.0026755555555555	10000	1204	450000	100000
BFS	1	1	10000	0.0028494736842105	10000	5414	1900000	0
BFS	2	1	10000	0.0028494736842105	10000	5414	1900000	0
BFS	X	1	10000	0.0029088888888888	10000	1309	450000	100000
BFS	Y	1	10000	0.0012755555555555	10000	574	450000	100000
BFS	1	1	10000	0.0031242105263157	10000	5936	1900000	0
BFS	2	1	10000	0.0031242105263157	10000	5936	1900000	0
BFS	X	1	10000	0.0039911111111111	10000	1796	450000	100000
BFS	Y	1	10000	0.0013777777777777	10000	620	450000	100000
BFS	1	1	10000	0.0059036842105263	10000	11217	1900000	0
BFS	2	1	10000	0.0059036842105263	10000	11217	1900000	0
BFS	X	1	10000	0.0031533333333333	10000	1419	450000	100000
BFS	Y	1	10000	0.0010333333333333	10000	465	450000	100000
BFS	1	1	10000	0.0060032319021375	9999	11405	1899810	0
BFS	2	1	10000	0.0060032319021375	9999	11405	1899810	0
BFS	X	1	10000	0.0010755555555555	10000	484	450000	100000
BFS	Y	1	10000	0.00064	10000	288	450000	100000
BFS	1	1	10000	0.0029060800816923	9999	5521	1899810	0
BFS	2	1	10000	0.0029060800816923	9999	5521	1899810	0
BFS	X	1	10000	0.0056622222222222	10000	2548	450000	100000
BFS	Y	1	10000	0.0014111111111111	10000	635	450000	100000
BFS	1	1	10000	0.0031842105263157	10000	6050	1900000	0
BFS	2	1	10000	0.0031842105263157	10000	6050	1900000	0
BFS	X	1	10000	0.0052622222222222	10000	2368	450000	100000
BFS	Y	1	10000	0.0022955555555555	10000	1033	450000	100000
BFS	1	1	10000	0.0078413104468341	9999	14897	1899810	0
BFS	2	1	10000	0.0078413104468341	9999	14897	1899810	0
BFS	X	1	10000	0.00396	10000	1782	450000	100000
BFS	Y	1	10000	0.0011888888888888	10000	535	450000	100000
BFS	1	1	10000	0.0060269948726587	9998	11449	1899620	0
BFS	2	1	10000	0.0060269948726587	9998	11449	1899620	0
BFS	X	1	10000	0.00248	10000	1116	450000	100000
BFS	Y	1	10000	0.0007444444444444	10000	335	450000	100000
BFS	1	1	10000	0.004267695644392	9998	8107	1899620	0
BFS	2	1	10000	0.004267695644392	9998	8107	1899620	0
BFS	X	1	10000	0.0078311111111111	10000	3524	450000	100000
BFS	Y	1	10000	0.00252	10000	1134	450000	100000
BFS	1	1	10000	0.0013357894736842	10000	2538	1900000	0
BFS	2	1	10000	0.0013357894736842	10000	2538	1900000	0
BFS	X	1	10000	0.0013311111111111	10000	599	450000	100000
BFS	Y	1	10000	0.0002266666666666	10000	102	450000	100000
BFS	1	1	10000	0.0034635042451613	9999	6580	1899810	0
BFS	2	1	10000	0.0034635042451613	9999	6580	1899810	0
BFS	X	1	10000	0.0017666666666666	10000	795	450000	100000
BFS	Y	1	10000	0.0010288888888888	10000	463	450000	100000
BFS	1	1	10000	0.0037444330971457	9998	7113	1899620	0
BFS	2	1	10000	0.0037444330971457	9998	7113	1899620	0
BFS	X	1	10000	0.0050666666666666	10000	2280	450000	100000
BFS	Y	1	10000	0.0018444444444444	10000	830	450000	100000
BFS	1	1	10000	0.0028542105263157	10000	5423	1900000	0
BFS	2	1	10000	0.0028542105263157	10000	5423	1900000	0
BFS	X	1	10000	0.0019379715749352	9999	872	449955	99990
BFS	Y	1	10000	0.0006755555555555	10000	304	450000	100000
BFS	1	1	10000	0.0057059665971651	9996	10837	1899240	0
BFS	2	1	10000	0.0057059665971651	9996	10837	1899240	0
BFS	X	1	10000	0.0013711111111111	10000	617	450000	100000
BFS	Y	1	10000	0.0003155555555555	10000	142	450000	100000
BFS	1	1	10000	0.0028431578947368	10000	5402	1900000	0
BFS	2	1	10000	0.0028431578947368	10000	5402	1900000	0
BFS	X	1	10000	0.0100654509895433	9999	4529	449955	99990
BFS	Y	1	10000	0.0038555555555555	10000	1735	450000	100000
BFS	1	1	10000	0.0034824535085087	9999	6616	1899810	0
BFS	2	1	10000	0.0034824535085087	9999	6616	1899810	0
BFS	X	1	10000	0.0046977777777777	10000	2114	450000	100000
BFS	Y	1	10000	0.0017577777777777	10000	791	450000	100000
BFS	1	1	10000	0.0040547368421052	10000	7704	1900000	0
BFS	2	1	10000	0.0040547368421052	10000	7704	1900000	0
BFS	X	1	10000	0.0017666666666666	10000	795	450000	100000
BFS	Y	1	10000	0.0006444444444444	10000	290	450000	100000
BFS	1	1	10000	0.0035721052631578	10000	6787	1900000	0
BFS	2	1	10000	0.0035721052631578	10000	6787	1900000	0
BFS	X	1	10000	0.0036248069251369	9999	1631	449955	99990
BFS	Y	1	10000	0.0012177777777777	10000	548	450000	100000
BFS	1	1	10000	0.002778947368421	10000	5280	1900000	0
BFS	2	1	10000	0.002778947368421	10000	5280	1900000	0
BFS	X	1	10000	0.0026335966930026	9999	1185	449955	99990
BFS	Y	1	10000	0.0008822222222222	10000	397	450000	100000
BFS	1	1	10000	0.00267	10000	5073	1900000	0
BFS	2	1	10000	0.00267	10000	5073	1900000	0
BFS	X	1	10000	0.0043911111111111	10000	1976	450000	100000
BFS	Y	1	10000	0.0011777777777777	10000	530	450000	100000
BFS	1	1	10000	0.0049110526315789	10000	9331	1900000	0
BFS	2	1	10000	0.0049110526315789	10000	9331	1900000	0
BFS	X	1	10000	0.0069155555555555	10000	3112	450000	100000
BFS	Y	1	10000	0.00272	10000	1224	450000	100000
BFS	1	1	10000	0.0016768421052631	10000	3186	1900000	0
BFS	2	1	10000	0.0016768421052631	10000	3186	1900000	0
BFS	X	1	10000	0.0015622222222222	10000	703	450000	100000
BFS	Y	1	10000	0.0003422222222222	10000	154	450000	100000
BFS	1	1	10000	0.0015747368421052	10000	2992	1900000	0
BFS	2	1	10000	0.0015747368421052	10000	2992	1900000	0
BFS	X	1	10000	0.0025288888888888	10000	1138	450000	100000
BFS	Y	1	10000	0.0009	10000	405	450000	100000
BFS	1	1	10000	0.0034326315789473	10000	6522	1900000	0
BFS	2	1	10000	0.0034326315789473	10000	6522	1900000	0
BFS	X	1	10000	0.0021911111111111	10000	986	450000	100000
BFS	Y	1	10000	0.00074	10000	333	450000	100000
BFS	1	1	10000	0.0042924374348553	9998	8154	1899620	0
BFS	2	1	10000	0.0042924374348553	9998	8154	1899620	0
BFS	X	1	10000	0.0015044444444444	10000	677	450000	100000
BFS	Y	1	10000	0.0005466666666666	10000	246	450000	100000
BFS	1	1	10000	0.0020935766100588	9998	3977	1899620	0
BFS	2	1	10000	0.0020935766100588	9998	3977	1899620	0
BFS	X	1	10000	0.0014244444444444	10000	641	450000	100000
BFS	Y	1	10000	0.0005022222222222	10000	226	450000	100000
BFS	1	1	10000	0.0037856417220669	9999	7192	1899810	0
BFS	2	1	10000	0.0037856417220669	9999	7192	1899810	0
BFS	X	1	10000	0.0044088888888888	10000	1984	450000	100000
BFS	Y	1	10000	0.0013133333333333	10000	591	450000	100000
BFS	1	1	10000	0.0031810526315789	10000	6044	1900000	0
BFS	2	1	10000	0.0031810526315789	10000	6044	1900000	0
BFS	X	1	10000	0.0027755555555555	10000	1249	450000	100000
BFS	Y	1	10000	0.0008155555555555	10000	367	450000	100000
BFS	1	1	10000	0.0076018128128602	9999	14442	1899810	0
BFS	2	1	10000	0.0076018128128602	9999	14442	1899810	0
BFS	X	1	10000	0.0011977777777777	10000	539	450000	100000
BFS	Y	1	10000	0.0002422222222222	10000	109	450000	100000
BFS	1	1	10000	0.0029705263157894	10000	5644	1900000	0
BFS	2	1	10000	0.0029705263157894	10000	5644	1900000	0
BFS	X	1	10000	0.0003444444444444	10000	155	450000	100000
BFS	Y	1	10000	0.00018	10000	81	450000	100000
BFS	1	1	10000	0.0044973684210526	10000	8545	1900000	0
BFS	2	1	10000	0.0044973684210526	10000	8545	1900000	0
BFS	X	1	10000	0.0021955555555555	10000	988	450000	100000
BFS	Y	1	10000	0.0007666666666666	10000	345	450000	100000
BFS	1	1	10000	0.0033368421052631	10000	6340	1900000	0
BFS	2	1	10000	0.0033368421052631	10000	6340	1900000	0
BFS	X	1	10000	0.0008666666666666	10000	390	450000	100000
BFS	Y	1	10000	0.0002733333333333	10000	123	450000	100000
BFS	1	1	10000	0.0015305263157894	10000	2908	1900000	0
BFS	2	1	10000	0.0015305263157894	10000	2908	1900000	0
BFS	X	1	10000	0.0010466666666666	10000	471	450000	100000
BFS	Y	1	10000	0.0003955555555555	10000	178	450000	100000
BFS	1	1	10000	0.0029873684210526	10000	5676	1900000	0
BFS	2	1	10000	0.0029873684210526	10000	5676	1900000	0
BFS	X	1	10000	0.0006466666666666	10000	291	450000	100000
BFS	Y	1	10000	0.0003066666666666	10000	138	450000	100000
BFS	1	1	10000	0.0055447931691601	9998	10533	1899620	0
BFS	2	1	10000	0.0055447931691601	9998	10533	1899620	0
BFS	X	1	10000	0.0027888888888888	10000	1255	450000	100000
BFS	Y	1	10000	0.0008355555555555	10000	376	450000	100000
BFS	1	1	10000	0.0050736652612629	9999	9639	1899810	0
BFS	2	1	10000	0.0050736652612629	9999	9639	1899810	0
BFS	X	1	10000	0.0129555555555555	10000	5830	450000	100000
BFS	Y	1	10000	0.0046488888888888	10000	2092	450000	100000
BFS	1	1	10000	0.0057026755307109	9999	10834	1899810	0
BFS	2	1	10000	0.0057026755307109	9999	10834	1899810	0
BFS	X	1	10000	0.0031666666666666	10000	1425	450000	100000
BFS	Y	1	10000	0.0010355555555555	10000	466	450000	100000
BFS	1	1	10000	0.0020805263157894	10000	3953	1900000	0
BFS	2	1	10000	0.0020805263157894	10000	3953	1900000	0
BFS	X	1	10000	0.0050466666666666	10000	2271	450000	100000
BFS	Y	1	10000	0.0014733333333333	10000	663	450000	100000
BFS	1	1	10000	0.0028405263157894	10000	5397	1900000	0
BFS	2	1	10000	0.0028405263157894	10000	5397	1900000	0
BFS	X	1	10000	0.0057888888888888	10000	2605	450000	100000
BFS	Y	1	10000	0.0019133333333333	10000	861	450000	100000
BFS	1	1	10000	0.005050505050505	9999	9595	1899810	0
BFS	2	1	10000	0.005050505050505	9999	9595	1899810	0
BFS	X	1	10000	0.0009488888888888	10000	427	450000	100000
BFS	Y	1	10000	0.0002466666666666	10000	111	450000	100000
BFS	1	1	10000	0.0050384210526315	10000	9573	1900000	0
BFS	2	1	10000	0.0050384210526315	10000	9573	1900000	0
BFS	X	1	10000	0.0013155555555555	10000	592	450000	100000
BFS	Y	1	10000	0.0005622222222222	10000	253	450000	100000
BFS	1	1	10000	0.002738947368421	10000	5204	1900000	0
BFS	2	1	10000	0.002738947368421	10000	5204	1900000	0
BFS	X	1	10000	0.0017355555555555	10000	781	450000	100000
BFS	Y	1	10000	0.0005866666666666	10000	264	450000	100000
BFS	1	1	10000	0.0035173684210526	10000	6683	1900000	0
BFS	2	1	10000	0.0035173684210526	10000	6683	1900000	0
BFS	X	1	10000	0.0014977777777777	10000	674	450000	100000
BFS	Y	1	10000	0.0004733333333333	10000	213	450000	100000
BFS	1	1	10000	0.0028697606602765	9999	5452	1899810	0
BFS	2	1	10000	0.0028697606602765	9999	5452	1899810	0
BFS	X	1	10000	0.0027177777777777	10000	1223	450000	100000
BFS	Y	1	10000	0.0010377777777777	10000	467	450000	100000
BFS	1	1	10000	0.0019526315789473	10000	3710	1900000	0
BFS	2	1	10000	0.0019526315789473	10000	3710	1900000	0
BFS	X	1	10000	0.0012688888888888	10000	571	450000	100000
BFS	Y	1	10000	0.0004644444444444	10000	209	450000	100000
BFS	1	1	10000	0.0018505263157894	10000	3516	1900000	0
BFS	2	1	10000	0.0018505263157894	10000	3516	1900000	0
BFS	X	1	10000	0.0043004300430043	9999	1935	449955	99990
BFS	Y	1	10000	0.0017266666666666	10000	777	450000	100000
BFS	1	1	10000	0.0028	10000	5320	1900000	0
BFS	2	1	10000	0.0028	10000	5320	1900000	0
BFS	X	1	10000	0.0022444444444444	10000	1010	450000	100000
BFS	Y	1	10000	0.00134	10000	603	450000	100000
BFS	1	1	10000	0.0032178947368421	10000	6114	1900000	0
BFS	2	1	10000	0.0032178947368421	10000	6114	1900000	0
BFS	X	1	10000	0.0055111111111111	10000	2480	450000	100000
BFS	Y	1	10000	0.0017	10000	765	450000	100000
BFS	1	1	10000	0.0076188921994925	9998	14473	1899620	0
BFS	2	1	10000	0.0076188921994925	9998	14473	1899620	0
BFS	X	1	10000	0.0095711111111111	10000	4307	450000	100000
BFS	Y	1	10000	0.002369125801469	9999	1066	449955	99990
BFS	1	1	10000	0.0154318549300299	9993	29300	1898670	0
BFS	2	1	10000	0.0154318549300299	9993	29300	1898670	0
BFS	X	1	10000	0.0040385854948767	9998	1817	449910	99980
BFS	Y	1	10000	0.0014488888888888	10000	652	450000	100000
BFS	1	1	10000	0.0136636739422342	9995	25948	1899050	0
BFS	2	1	10000	0.0136636739422342	9995	25948	1899050	0
BFS	X	1	10000	0.0036940721477628	9998	1662	449910	99980
BFS	Y	1	10000	0.0013266666666666	10000	597	450000	100000
BFS	1	1	10000	0.0048120601533837	9999	9142	1899810	0
BFS	2	1	10000	0.0048120601533837	9999	9142	1899810	0
BFS	X	1	10000	0.0024844444444444	10000	1118	450000	100000
BFS	Y	1	10000	0.0009066666666666	10000	408	450000	100000
BFS	1	1	10000	0.0076580868997541	9997	14546	1899430	0
BFS	2	1	10000	0.0076580868997541	9997	14546	1899430	0
BFS	X	1	10000	0.0021088888888888	10000	949	450000	100000
BFS	Y	1	10000	0.0009266666666666	10000	417	450000	100000
BFS	1	1	10000	0.0029126315789473	10000	5534	1900000	0
BFS	2	1	10000	0.0029126315789473	10000	5534	1900000	0
BFS	X	1	10000	0.0018311111111111	10000	824	450000	100000
BFS	Y	1	10000	0.0006733333333333	10000	303	450000	100000
BFS	1	1	10000	0.0022505263157894	10000	4276	1900000	0
BFS	2	1	10000	0.0022505263157894	10000	4276	1900000	0
BFS	X	1	10000	0.0036292518140702	9999	1633	449955	99990
BFS	Y	1	10000	0.0008533333333333	10000	384	450000	100000
BFS	1	1	10000	0.0019810526315789	10000	3764	1900000	0
BFS	2	1	10000	0.0019810526315789	10000	3764	1900000	0
BFS	X	1	10000	0.0023111111111111	10000	1040	450000	100000
BFS	Y	1	10000	0.0007911111111111	10000	356	450000	100000
BFS	1	1	10000	0.0086143544498373	9998	16364	1899620	0
BFS	2	1	10000	0.0086143544498373	9998	16364	1899620	0
BFS	X	1	10000	0.0032222222222222	10000	1450	450000	100000
BFS	Y	1	10000	0.0013	10000	585	450000	100000
BFS	1	1	10000	0.0046763157894736	10000	8885	1900000	0
BFS	2	1	10000	0.0046763157894736	10000	8885	1900000	0
BFS	X	1	10000	0.0010155555555555	10000	457	450000	100000
BFS	Y	1	10000	0.0002733333333333	10000	123	450000	100000
BFS	1	1	10000	0.0019363157894736	10000	3679	1900000	0
BFS	2	1	10000	0.0019363157894736	10000	3679	1900000	0
BFS	X	1	10000	0.0008688888888888	10000	391	450000	100000
BFS	Y	1	10000	0.0001822222222222	10000	82	450000	100000
BFS	1	1	10000	0.00225	10000	4275	1900000	0
BFS	2	1	10000	0.00225	10000	4275	1900000	0
BFS	X	1	10000	0.0017711111111111	10000	797	450000	100000
BFS	Y	1	10000	0.0006267293396006	9999	282	449955	99990
BFS	1	1	10000	0.0026660560792921	9999	5065	1899810	0
BFS	2	1	10000	0.0026660560792921	9999	5065	1899810	0
BFS	X	1	10000	0.00132	10000	594	450000	100000
BFS	Y	1	10000	0.0004	10000	180	450000	100000
BFS	1	1	10000	0.0037735352482616	9999	7169	1899810	0
BFS	2	1	10000	0.0037735352482616	9999	7169	1899810	0
BFS	X	1	10000	0.0020244444444444	10000	911	450000	100000
BFS	Y	1	10000	0.0006666666666666	10000	300	450000	100000
BFS	1	1	10000	0.0082816563312662	9998	15732	1899620	0
BFS	2	1	10000	0.0082816563312662	9998	15732	1899620	0
BFS	X	1	10000	0.0027666666666666	10000	1245	450000	100000
BFS	Y	1	10000	0.0009578735651342	9999	431	449955	99990
BFS	1	1	10000	0.0042373684210526	10000	8051	1900000	0
BFS	2	1	10000	0.0042373684210526	10000	8051	1900000	0
BFS	X	1	10000	0.0025733333333333	10000	1158	450000	100000
BFS	Y	1	10000	0.0007022222222222	10000	316	450000	100000
BFS	1	1	10000	0.0037205263157894	10000	7069	1900000	0
BFS	2	1	10000	0.0037205263157894	10000	7069	1900000	0
BFS	X	1	10000	0.0033422222222222	10000	1504	450000	100000
BFS	Y	1	10000	0.0013022222222222	10000	586	450000	100000
BFS	1	1	10000	0.0058316357951584	9999	11079	1899810	0
BFS	2	1	10000	0.0058316357951584	9999	11079	1899810	0
BFS	X	1	10000	0.0038133333333333	10000	1716	450000	100000
