pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
BFS	X	5801	5900	0.0994683678894205	99	1871	18810	0
BFS	X	5901	6000	0.0665071770334928	99	1251	18810	0
BFS	X	6001	6100	0.0696438064859117	99	1310	18810	0
BFS	X	6101	6200	0.0790526315789473	100	1502	19000	0
BFS	X	6201	6300	0.0493684210526315	100	938	19000	0
BFS	X	6301	6400	0.0530075187969924	98	987	18620	0
BFS	X	6401	6500	0.0720361509835194	99	1355	18810	0
BFS	X	6501	6600	0.0908421052631578	100	1726	19000	0
BFS	X	6601	6700	0.077	100	1463	19000	0
BFS	X	6701	6800	0.0422105263157894	100	802	19000	0
BFS	X	6801	6900	0.0534908700322234	98	996	18620	0
BFS	X	6901	7000	0.0801701222753854	99	1508	18810	0
BFS	X	7001	7100	0.0474226804123711	97	874	18430	0
BFS	X	7101	7200	0.0768312533912099	97	1416	18430	0
BFS	X	7201	7300	0.0881977671451355	99	1659	18810	0
BFS	X	7301	7400	0.0689526847421584	99	1297	18810	0
BFS	X	7401	7500	0.0468367889420521	99	881	18810	0
BFS	X	7501	7600	0.0899570354457572	98	1675	18620	0
BFS	X	7601	7700	0.0652105263157894	100	1239	19000	0
BFS	X	7701	7800	0.0709197235513025	99	1334	18810	0
BFS	X	7801	7900	0.0709728867623604	99	1335	18810	0
BFS	X	7901	8000	0.0679957469431153	99	1279	18810	0
BFS	X	8001	8100	0.0612440191387559	99	1152	18810	0
BFS	X	8101	8200	0.0838383838383838	99	1577	18810	0
BFS	X	8201	8300	0.0659755449229133	99	1241	18810	0
BFS	X	8301	8400	0.073469387755102	98	1368	18620	0
BFS	X	8401	8500	0.0696969696969697	99	1311	18810	0
BFS	X	8501	8600	0.0876315789473684	100	1665	19000	0
BFS	X	8601	8700	0.0751196172248803	99	1413	18810	0
BFS	X	8701	8800	0.0556158437330439	97	1025	18430	0
BFS	X	8801	8900	0.0748006379585327	99	1407	18810	0
BFS	X	8901	9000	0.0516214779372674	99	971	18810	0
BFS	X	9001	9100	0.0431052631578947	100	819	19000	0
BFS	X	9101	9200	0.06	100	1140	19000	0
BFS	X	9201	9300	0.0715576820839978	99	1346	18810	0
BFS	X	9301	9400	0.0531741725447639	97	980	18430	0
BFS	X	9401	9500	0.0813397129186602	99	1530	18810	0
BFS	X	9501	9600	0.0565656565656565	99	1064	18810	0
BFS	X	9601	9700	0.0688995215311004	99	1296	18810	0
BFS	X	9701	9800	0.0928947368421052	100	1765	19000	0
BFS	X	9801	9900	0.0441254651780967	99	830	18810	0
BFS	X	9901	10000	0.0628920786815523	99	1183	18810	0
BFS	Y	1	100	0.0740031897926634	99	1392	18810	0
BFS	Y	101	200	0.0679869777536625	97	1253	18430	0
BFS	Y	201	300	0.0194577352472089	99	366	18810	0
BFS	Y	301	400	0.1043407487791644	97	1923	18430	0
BFS	Y	401	500	0.053578947368421	100	1018	19000	0
BFS	Y	501	600	0.0546517809675704	99	1028	18810	0
BFS	Y	601	700	0.0805263157894736	100	1530	19000	0
BFS	Y	701	800	0.0728421052631578	100	1384	19000	0
BFS	Y	801	900	0.0609559613319011	98	1135	18620	0
BFS	Y	901	1000	0.0620414673046251	99	1167	18810	0
BFS	Y	1001	1100	0.0593157894736842	100	1127	19000	0
BFS	Y	1101	1200	0.0640171858216971	98	1192	18620	0
BFS	Y	1201	1300	0.0671451355661882	99	1263	18810	0
BFS	Y	1301	1400	0.0812105263157894	100	1543	19000	0
BFS	Y	1401	1500	0.0566188197767145	99	1065	18810	0
BFS	Y	1501	1600	0.0822234156820623	98	1531	18620	0
BFS	Y	1601	1700	0.0527389903329752	98	982	18620	0
BFS	Y	1701	1800	0.0635300372142477	99	1195	18810	0
BFS	Y	1801	1900	0.0673684210526315	100	1280	19000	0
BFS	Y	1901	2000	0.058	100	1102	19000	0
BFS	Y	2001	2100	0.0798511430090377	99	1502	18810	0
BFS	Y	2101	2200	0.042430819316332	97	782	18430	0
BFS	Y	2201	2300	0.0637426900584795	99	1199	18810	0
BFS	Y	2301	2400	0.0626842105263157	100	1191	19000	0
BFS	Y	2401	2500	0.0504736842105263	100	959	19000	0
BFS	Y	2501	2600	0.0501578947368421	100	953	19000	0
BFS	Y	2601	2700	0.0816315789473684	100	1551	19000	0
BFS	Y	2701	2800	0.0831472620946305	99	1564	18810	0
BFS	Y	2801	2900	0.0566719829877724	99	1066	18810	0
BFS	Y	2901	3000	0.0586315789473684	100	1114	19000	0
BFS	Y	3001	3100	0.0744210526315789	100	1414	19000	0
BFS	Y	3101	3200	0.0971578947368421	100	1846	19000	0
BFS	Y	3201	3300	0.0644058600108518	97	1187	18430	0
BFS	Y	3301	3400	0.0610313662945241	99	1148	18810	0
BFS	Y	3401	3500	0.0521482277121374	98	971	18620	0
BFS	Y	3501	3600	0.0692631578947368	100	1316	19000	0
BFS	Y	3601	3700	0.0731471535982814	98	1362	18620	0
BFS	Y	3701	3800	0.0788410419989367	99	1483	18810	0
BFS	Y	3801	3900	0.0440526315789473	100	837	19000	0
BFS	Y	3901	4000	0.0518872939925571	99	976	18810	0
BFS	Y	4001	4100	0.0744360902255639	98	1386	18620	0
BFS	Y	4101	4200	0.0680489101541733	99	1280	18810	0
BFS	Y	4201	4300	0.0622897449810092	97	1148	18430	0
BFS	Y	4301	4400	0.0740526315789473	100	1407	19000	0
BFS	Y	4401	4500	0.0671052631578947	100	1275	19000	0
BFS	Y	4501	4600	0.056578947368421	100	1075	19000	0
BFS	Y	4601	4700	0.0607655502392344	99	1143	18810	0
BFS	Y	4701	4800	0.079	100	1501	19000	0
BFS	Y	4801	4900	0.0474769397721106	97	875	18430	0
BFS	Y	4901	5000	0.0873033098209441	97	1609	18430	0
BFS	Y	5001	5100	0.0654910472056429	97	1207	18430	0
BFS	Y	5101	5200	0.0587453482190324	99	1105	18810	0
BFS	Y	5201	5300	0.0714513556618819	99	1344	18810	0
BFS	Y	5301	5400	0.0672105263157894	100	1277	19000	0
BFS	Y	5401	5500	0.0507894736842105	100	965	19000	0
BFS	Y	5501	5600	0.0395263157894736	100	751	19000	0
BFS	Y	5601	5700	0.1047798066595059	98	1951	18620	0
BFS	Y	5701	5800	0.0754210526315789	100	1433	19000	0
BFS	Y	5801	5900	0.0994683678894205	99	1871	18810	0
BFS	Y	5901	6000	0.0665071770334928	99	1251	18810	0
BFS	Y	6001	6100	0.0696438064859117	99	1310	18810	0
BFS	Y	6101	6200	0.0790526315789473	100	1502	19000	0
BFS	Y	6201	6300	0.0493684210526315	100	938	19000	0
BFS	Y	6301	6400	0.0530075187969924	98	987	18620	0
BFS	Y	6401	6500	0.0720361509835194	99	1355	18810	0
BFS	Y	6501	6600	0.0908421052631578	100	1726	19000	0
BFS	Y	6601	6700	0.077	100	1463	19000	0
BFS	Y	6701	6800	0.0422105263157894	100	802	19000	0
BFS	Y	6801	6900	0.0534908700322234	98	996	18620	0
BFS	Y	6901	7000	0.0801701222753854	99	1508	18810	0
BFS	Y	7001	7100	0.0474226804123711	97	874	18430	0
BFS	Y	7101	7200	0.0768312533912099	97	1416	18430	0
BFS	Y	7201	7300	0.0881977671451355	99	1659	18810	0
BFS	Y	7301	7400	0.0689526847421584	99	1297	18810	0
BFS	Y	7401	7500	0.0468367889420521	99	881	18810	0
BFS	Y	7501	7600	0.0899570354457572	98	1675	18620	0
BFS	Y	7601	7700	0.0652105263157894	100	1239	19000	0
BFS	Y	7701	7800	0.0709197235513025	99	1334	18810	0
BFS	Y	7801	7900	0.0709728867623604	99	1335	18810	0
BFS	Y	7901	8000	0.0679957469431153	99	1279	18810	0
BFS	Y	8001	8100	0.0612440191387559	99	1152	18810	0
BFS	Y	8101	8200	0.0838383838383838	99	1577	18810	0
BFS	Y	8201	8300	0.0659755449229133	99	1241	18810	0
BFS	Y	8301	8400	0.073469387755102	98	1368	18620	0
BFS	Y	8401	8500	0.0696969696969697	99	1311	18810	0
BFS	Y	8501	8600	0.0876315789473684	100	1665	19000	0
BFS	Y	8601	8700	0.0751196172248803	99	1413	18810	0
BFS	Y	8701	8800	0.0556158437330439	97	1025	18430	0
BFS	Y	8801	8900	0.0748006379585327	99	1407	18810	0
BFS	Y	8901	9000	0.0516214779372674	99	971	18810	0
BFS	Y	9001	9100	0.0431052631578947	100	819	19000	0
BFS	Y	9101	9200	0.06	100	1140	19000	0
BFS	Y	9201	9300	0.0715576820839978	99	1346	18810	0
BFS	Y	9301	9400	0.0531741725447639	97	980	18430	0
BFS	Y	9401	9500	0.0813397129186602	99	1530	18810	0
BFS	Y	9501	9600	0.0565656565656565	99	1064	18810	0
BFS	Y	9601	9700	0.0688995215311004	99	1296	18810	0
BFS	Y	9701	9800	0.0928947368421052	100	1765	19000	0
BFS	Y	9801	9900	0.0441254651780967	99	830	18810	0
BFS	Y	9901	10000	0.0628920786815523	99	1183	18810	0
BFS	A	1	100	0.0740031897926634	99	1392	18810	0
BFS	A	101	200	0.0679869777536625	97	1253	18430	0
BFS	A	201	300	0.0194577352472089	99	366	18810	0
BFS	A	301	400	0.1043407487791644	97	1923	18430	0
BFS	A	401	500	0.053578947368421	100	1018	19000	0
BFS	A	501	600	0.0546517809675704	99	1028	18810	0
BFS	A	601	700	0.0805263157894736	100	1530	19000	0
BFS	A	701	800	0.0728421052631578	100	1384	19000	0
BFS	A	801	900	0.0609559613319011	98	1135	18620	0
BFS	A	901	1000	0.0620414673046251	99	1167	18810	0
BFS	A	1001	1100	0.0593157894736842	100	1127	19000	0
BFS	A	1101	1200	0.0640171858216971	98	1192	18620	0
BFS	A	1201	1300	0.0671451355661882	99	1263	18810	0
BFS	A	1301	1400	0.0812105263157894	100	1543	19000	0
BFS	A	1401	1500	0.0566188197767145	99	1065	18810	0
BFS	A	1501	1600	0.0822234156820623	98	1531	18620	0
BFS	A	1601	1700	0.0527389903329752	98	982	18620	0
BFS	A	1701	1800	0.0635300372142477	99	1195	18810	0
BFS	A	1801	1900	0.0673684210526315	100	1280	19000	0
BFS	A	1901	2000	0.058	100	1102	19000	0
BFS	A	2001	2100	0.0798511430090377	99	1502	18810	0
BFS	A	2101	2200	0.042430819316332	97	782	18430	0
BFS	A	2201	2300	0.0637426900584795	99	1199	18810	0
BFS	A	2301	2400	0.0626842105263157	100	1191	19000	0
BFS	A	2401	2500	0.0504736842105263	100	959	19000	0
BFS	A	2501	2600	0.0501578947368421	100	953	19000	0
BFS	A	2601	2700	0.0816315789473684	100	1551	19000	0
BFS	A	2701	2800	0.0831472620946305	99	1564	18810	0
BFS	A	2801	2900	0.0566719829877724	99	1066	18810	0
BFS	A	2901	3000	0.0586315789473684	100	1114	19000	0
BFS	A	3001	3100	0.0744210526315789	100	1414	19000	0
BFS	A	3101	3200	0.0971578947368421	100	1846	19000	0
BFS	A	3201	3300	0.0644058600108518	97	1187	18430	0
BFS	A	3301	3400	0.0610313662945241	99	1148	18810	0
BFS	A	3401	3500	0.0521482277121374	98	971	18620	0
BFS	A	3501	3600	0.0692631578947368	100	1316	19000	0
BFS	A	3601	3700	0.0731471535982814	98	1362	18620	0
BFS	A	3701	3800	0.0788410419989367	99	1483	18810	0
BFS	A	3801	3900	0.0440526315789473	100	837	19000	0
BFS	A	3901	4000	0.0518872939925571	99	976	18810	0
BFS	A	4001	4100	0.0744360902255639	98	1386	18620	0
BFS	A	4101	4200	0.0680489101541733	99	1280	18810	0
BFS	A	4201	4300	0.0622897449810092	97	1148	18430	0
BFS	A	4301	4400	0.0740526315789473	100	1407	19000	0
BFS	A	4401	4500	0.0671052631578947	100	1275	19000	0
BFS	A	4501	4600	0.056578947368421	100	1075	19000	0
BFS	A	4601	4700	0.0607655502392344	99	1143	18810	0
BFS	A	4701	4800	0.079	100	1501	19000	0
BFS	A	4801	4900	0.0474769397721106	97	875	18430	0
BFS	A	4901	5000	0.0873033098209441	97	1609	18430	0
BFS	A	5001	5100	0.0654910472056429	97	1207	18430	0
BFS	A	5101	5200	0.0587453482190324	99	1105	18810	0
BFS	A	5201	5300	0.0714513556618819	99	1344	18810	0
BFS	A	5301	5400	0.0672105263157894	100	1277	19000	0
BFS	A	5401	5500	0.0507894736842105	100	965	19000	0
BFS	A	5501	5600	0.0395263157894736	100	751	19000	0
BFS	A	5601	5700	0.1047798066595059	98	1951	18620	0
BFS	A	5701	5800	0.0754210526315789	100	1433	19000	0
BFS	A	5801	5900	0.0994683678894205	99	1871	18810	0
BFS	A	5901	6000	0.0665071770334928	99	1251	18810	0
BFS	A	6001	6100	0.0696438064859117	99	1310	18810	0
BFS	A	6101	6200	0.0790526315789473	100	1502	19000	0
BFS	A	6201	6300	0.0493684210526315	100	938	19000	0
BFS	A	6301	6400	0.0530075187969924	98	987	18620	0
BFS	A	6401	6500	0.0720361509835194	99	1355	18810	0
BFS	A	6501	6600	0.0908421052631578	100	1726	19000	0
BFS	A	6601	6700	0.077	100	1463	19000	0
BFS	A	6701	6800	0.0422105263157894	100	802	19000	0
BFS	A	6801	6900	0.0534908700322234	98	996	18620	0
BFS	A	6901	7000	0.0801701222753854	99	1508	18810	0
BFS	A	7001	7100	0.0474226804123711	97	874	18430	0
BFS	A	7101	7200	0.0768312533912099	97	1416	18430	0
BFS	A	7201	7300	0.0881977671451355	99	1659	18810	0
BFS	A	7301	7400	0.0689526847421584	99	1297	18810	0
BFS	A	7401	7500	0.0468367889420521	99	881	18810	0
BFS	A	7501	7600	0.0899570354457572	98	1675	18620	0
BFS	A	7601	7700	0.0652105263157894	100	1239	19000	0
BFS	A	7701	7800	0.0709197235513025	99	1334	18810	0
BFS	A	7801	7900	0.0709728867623604	99	1335	18810	0
BFS	A	7901	8000	0.0679957469431153	99	1279	18810	0
BFS	A	8001	8100	0.0612440191387559	99	1152	18810	0
BFS	A	8101	8200	0.0838383838383838	99	1577	18810	0
BFS	A	8201	8300	0.0659755449229133	99	1241	18810	0
BFS	A	8301	8400	0.073469387755102	98	1368	18620	0
BFS	A	8401	8500	0.0696969696969697	99	1311	18810	0
BFS	A	8501	8600	0.0876315789473684	100	1665	19000	0
BFS	A	8601	8700	0.0751196172248803	99	1413	18810	0
BFS	A	8701	8800	0.0556158437330439	97	1025	18430	0
BFS	A	8801	8900	0.0748006379585327	99	1407	18810	0
BFS	A	8901	9000	0.0516214779372674	99	971	18810	0
BFS	A	9001	9100	0.0431052631578947	100	819	19000	0
BFS	A	9101	9200	0.06	100	1140	19000	0
BFS	A	9201	9300	0.0715576820839978	99	1346	18810	0
BFS	A	9301	9400	0.0531741725447639	97	980	18430	0
BFS	A	9401	9500	0.0813397129186602	99	1530	18810	0
BFS	A	9501	9600	0.0565656565656565	99	1064	18810	0
BFS	A	9601	9700	0.0688995215311004	99	1296	18810	0
BFS	A	9701	9800	0.0928947368421052	100	1765	19000	0
BFS	A	9801	9900	0.0441254651780967	99	830	18810	0
BFS	A	9901	10000	0.0628920786815523	99	1183	18810	0
BFS	B	1	100	0.0462585034013605	98	204	4410	980
BFS	B	101	200	0.062	100	279	4500	1000
BFS	B	201	300	0.0624444444444444	100	281	4500	1000
BFS	B	301	400	0.0606060606060606	99	270	4455	990
BFS	B	401	500	0.0435465768799102	99	194	4455	990
BFS	B	501	600	0.064172335600907	98	283	4410	980
BFS	B	601	700	0.0373333333333333	100	168	4500	1000
BFS	B	701	800	0.0363636363636363	99	162	4455	990
BFS	B	801	900	0.0397306397306397	99	177	4455	990
BFS	B	901	1000	0.062401795735129	99	278	4455	990
BFS	B	1001	1100	0.0444444444444444	99	198	4455	990
BFS	B	1101	1200	0.0488888888888888	100	220	4500	1000
BFS	B	1201	1300	0.0442222222222222	100	199	4500	1000
BFS	B	1301	1400	0.0962222222222222	100	433	4500	1000
BFS	B	1401	1500	0.0411111111111111	100	185	4500	1000
BFS	B	1501	1600	0.0591111111111111	100	266	4500	1000
BFS	B	1601	1700	0.0268888888888888	100	121	4500	1000
BFS	B	1701	1800	0.0795555555555555	100	358	4500	1000
BFS	B	1801	1900	0.0568888888888888	100	256	4500	1000
BFS	B	1901	2000	0.0531111111111111	100	239	4500	1000
BFS	B	2001	2100	0.0304444444444444	100	137	4500	1000
BFS	B	2101	2200	0.0413333333333333	100	186	4500	1000
BFS	B	2201	2300	0.0391111111111111	100	176	4500	1000
BFS	B	2301	2400	0.0653198653198653	99	291	4455	990
BFS	B	2401	2500	0.0544444444444444	100	245	4500	1000
BFS	B	2501	2600	0.0308888888888888	100	139	4500	1000
BFS	B	2601	2700	0.0469135802469135	99	209	4455	990
BFS	B	2701	2800	0.0535555555555555	100	241	4500	1000
BFS	B	2801	2900	0.0388327721661055	99	173	4455	990
BFS	B	2901	3000	0.0565656565656565	99	252	4455	990
BFS	B	3001	3100	0.0628888888888888	100	283	4500	1000
BFS	B	3101	3200	0.0391111111111111	100	176	4500	1000
BFS	B	3201	3300	0.0497777777777777	100	224	4500	1000
BFS	B	3301	3400	0.058	100	261	4500	1000
BFS	B	3401	3500	0.0511111111111111	100	230	4500	1000
BFS	B	3501	3600	0.0545454545454545	99	243	4455	990
BFS	B	3601	3700	0.0500561167227833	99	223	4455	990
BFS	B	3701	3800	0.056	100	252	4500	1000
BFS	B	3801	3900	0.0417777777777777	100	188	4500	1000
BFS	B	3901	4000	0.0446666666666666	100	201	4500	1000
BFS	B	4001	4100	0.0826666666666666	100	372	4500	1000
BFS	B	4101	4200	0.0460157126823793	99	205	4455	990
BFS	B	4201	4300	0.0570446735395189	97	249	4365	970
BFS	B	4301	4400	0.0323232323232323	99	144	4455	990
BFS	B	4401	4500	0.0697777777777777	100	314	4500	1000
BFS	B	4501	4600	0.0514029180695847	99	229	4455	990
BFS	B	4601	4700	0.0848888888888888	100	382	4500	1000
BFS	B	4701	4800	0.0748888888888889	100	337	4500	1000
BFS	B	4801	4900	0.0475869809203142	99	212	4455	990
BFS	B	4901	5000	0.0564444444444444	100	254	4500	1000
BFS	B	5001	5100	0.0505050505050505	99	225	4455	990
BFS	B	5101	5200	0.0745230078563412	99	332	4455	990
BFS	B	5201	5300	0.0417508417508417	99	186	4455	990
BFS	B	5301	5400	0.016	100	72	4500	1000
BFS	B	5401	5500	0.0511784511784511	99	228	4455	990
BFS	B	5501	5600	0.0353333333333333	100	159	4500	1000
BFS	B	5601	5700	0.0870931537598204	99	388	4455	990
BFS	B	5701	5800	0.0579124579124579	99	258	4455	990
BFS	B	5801	5900	0.0377777777777777	100	170	4500	1000
BFS	B	5901	6000	0.0602222222222222	100	271	4500	1000
BFS	B	6001	6100	0.0478114478114478	99	213	4455	990
BFS	B	6101	6200	0.0702222222222222	100	316	4500	1000
BFS	B	6201	6300	0.0525252525252525	99	234	4455	990
BFS	B	6301	6400	0.0462222222222222	100	208	4500	1000
BFS	B	6401	6500	0.0457777777777777	100	206	4500	1000
BFS	B	6501	6600	0.0523007856341189	99	233	4455	990
BFS	B	6601	6700	0.0579124579124579	99	258	4455	990
BFS	B	6701	6800	0.0489337822671156	99	218	4455	990
BFS	B	6801	6900	0.0659932659932659	99	294	4455	990
BFS	B	6901	7000	0.05	100	225	4500	1000
BFS	B	7001	7100	0.0402222222222222	100	181	4500	1000
BFS	B	7101	7200	0.0771111111111111	100	347	4500	1000
BFS	B	7201	7300	0.0493333333333333	100	222	4500	1000
BFS	B	7301	7400	0.0542222222222222	100	244	4500	1000
BFS	B	7401	7500	0.0528888888888888	100	238	4500	1000
BFS	B	7501	7600	0.0323232323232323	99	144	4455	990
BFS	B	7601	7700	0.0345679012345679	99	154	4455	990
BFS	B	7701	7800	0.0604444444444444	100	272	4500	1000
BFS	B	7801	7900	0.0309764309764309	99	138	4455	990
BFS	B	7901	8000	0.0428888888888888	100	193	4500	1000
BFS	B	8001	8100	0.0610549943883277	99	272	4455	990
BFS	B	8101	8200	0.0671111111111111	100	302	4500	1000
BFS	B	8201	8300	0.068	100	306	4500	1000
BFS	B	8301	8400	0.0628888888888888	100	283	4500	1000
BFS	B	8401	8500	0.0504444444444444	100	227	4500	1000
BFS	B	8501	8600	0.0473625140291806	99	211	4455	990
BFS	B	8601	8700	0.0506666666666666	100	228	4500	1000
BFS	B	8701	8800	0.0566666666666666	100	255	4500	1000
BFS	B	8801	8900	0.0546485260770975	98	241	4410	980
BFS	B	8901	9000	0.0646666666666666	100	291	4500	1000
BFS	B	9001	9100	0.0625850340136054	98	276	4410	980
BFS	B	9101	9200	0.05	100	225	4500	1000
BFS	B	9201	9300	0.0567901234567901	99	253	4455	990
BFS	B	9301	9400	0.0727891156462585	98	321	4410	980
BFS	B	9401	9500	0.0374859708193041	99	167	4455	990
BFS	B	9501	9600	0.0501133786848072	98	221	4410	980
BFS	B	9601	9700	0.0393333333333333	100	177	4500	1000
BFS	B	9701	9800	0.0601571268237934	99	268	4455	990
BFS	B	9801	9900	0.0557777777777777	100	251	4500	1000
BFS	B	9901	10000	0.0533333333333333	100	240	4500	1000
